X;Y;month;day;FFMC;DMC;DC;ISI;temp;RH;wind;rain;area
1;3;aug;fri;95,9;158;633,6;11,3;27,5;29;4,5;0;43,32
6;6;aug;sat;96;164;643;14;30,8;30;4,9;0;8,59
6;6;aug;mon;96,2;175,5;661,8;16,8;23,9;42;2,2;0;0
4;5;aug;mon;96,2;175,5;661,8;16,8;32,6;26;3,1;0;2,77
3;4;aug;tue;96,1;181,1;671,2;14,3;32,3;27;2,2;0;14,68
6;5;aug;tue;96,1;181,1;671,2;14,3;33,3;26;2,7;0;40,54
7;5;aug;tue;96,1;181,1;671,2;14,3;27,3;63;4,9;6,4;10,82
8;6;aug;tue;96,1;181,1;671,2;14,3;21,6;65;4,9;0,8;0
7;5;aug;tue;96,1;181,1;671,2;14,3;21,6;65;4,9;0,8;0
4;4;aug;tue;96,1;181,1;671,2;14,3;20,7;69;4,9;0,4;0
2;4;aug;wed;94,5;139,4;689,1;20;29,2;30;4,9;0;1,95
4;3;aug;wed;94,5;139,4;689,1;20;28,9;29;4,9;0;49,59
1;2;aug;thu;91;163,2;744,4;10,1;26,7;35;1,8;0;5,8
1;2;aug;fri;91;166,9;752,6;7,1;18,5;73;8,5;0;0
2;4;aug;fri;91;166,9;752,6;7,1;25,9;41;3,6;0;0
1;2;aug;fri;91;166,9;752,6;7,1;25,9;41;3,6;0;0
5;4;aug;fri;91;166,9;752,6;7,1;21,1;71;7,6;1,4;2,17
6;5;aug;fri;91;166,9;752,6;7,1;18,2;62;5,4;0;0,43
8;6;aug;sun;81,6;56,7;665,6;1,9;27,8;35;2,7;0;0
4;3;aug;sun;81,6;56,7;665,6;1,9;27,8;32;2,7;0;6,44
2;4;aug;sun;81,6;56,7;665,6;1,9;21,9;71;5,8;0;54,29
7;4;aug;sun;81,6;56,7;665,6;1,9;21,2;70;6,7;0;11,16
1;4;aug;sat;94,4;146;614,7;11,3;25,6;42;4;0;0
4;4;dec;mon;85,4;25,4;349,7;2,6;4,6;21;8,5;0;22,03
4;4;dec;mon;85,4;25,4;349,7;2,6;4,6;21;8,5;0;9,77
4;6;dec;fri;84,7;26,7;352,6;4,1;2,2;59;4,9;0;9,27
6;5;dec;tue;85,4;25,4;349,7;2,6;5,1;24;8,5;0;24,77
7;4;feb;mon;84,7;9,5;58,3;4,1;7,5;71;6,3;0;9,96
6;5;feb;mon;84,1;4,6;46,7;2,2;5,3;68;1,8;0;0
4;5;feb;sun;85;9;56,9;3,5;10,1;62;1,8;0;51,78
4;5;feb;sat;84,7;8,2;55;2,9;14,2;46;4;0;0
6;3;feb;fri;84,1;7,3;52,8;2,7;14,7;42;2,7;0;0
7;4;feb;fri;84,6;3,2;43,6;3,3;8,2;53;9,4;0;4,62
6;5;feb;tue;75,1;4,4;16,2;1,9;4,6;82;6,3;0;5,39
6;4;feb;tue;75,1;4,4;16,2;1,9;5,1;77;5,4;0;2,14
2;2;feb;sat;79,5;3,6;15,3;1,8;4,6;59;0,9;0;6,84
4;5;jan;sun;18,7;1,1;171,4;0;5,2;100;0,9;0;0
8;6;jul;tue;92,3;88,8;440,9;8,5;17,1;67;3,6;0;6,57
3;4;jul;wed;91,9;133,6;520,5;8;14,2;58;4;0;0
5;4;jul;wed;93,7;101,3;458,8;11,9;19,3;39;7,2;0;7,73
1;4;jul;tue;92,3;96,2;450,2;12,1;23,4;31;5,4;0;0
9;4;jul;mon;92,3;92,1;442,1;9,8;22,8;27;4,5;0;1,63
6;3;jul;tue;92,7;164,1;575,8;8,9;26,3;39;3,1;0;7,02
8;6;jul;sun;88,9;263,1;795,9;5,2;29,3;27;3,6;0;6,3
2;5;jul;sat;90,8;84,7;376,6;5,6;23,8;51;1,8;0;0
1;2;jul;fri;90,7;80,9;368,3;16,8;14,8;78;8;0;0
3;4;jul;mon;94,6;160;567,2;16,7;17,9;48;2,7;0;0
4;3;jul;thu;93,5;85,3;395;9,9;27,2;28;1,3;0;1,76
4;3;jul;sun;93,7;101,3;423,4;14,7;26,1;45;4;0;7,36
7;4;jul;sun;93,7;101,3;423,4;14,7;18,2;82;4,5;0;2,21
7;4;jul;mon;89,2;103,9;431,6;6,4;22,6;57;4,9;0;278,53
9;9;jul;thu;93,2;114,4;560;9,5;30,2;25;4,5;0;2,75
4;3;jul;thu;93,2;114,4;560;9,5;30,2;22;4,9;0;0
3;6;jun;fri;91,1;94,1;232,1;7,1;19,2;38;4,5;0;0
3;6;jun;fri;91,1;94,1;232,1;7,1;19,2;38;4,5;0;0
9;5;jun;wed;93,3;49,5;297,7;14;28;34;4,5;0;0
9;5;jun;wed;93,3;49,5;297,7;14;28;34;4,5;0;8,16
8;3;jun;mon;88,2;96,2;229;4,7;14,3;79;4;0;1,94
9;4;jun;sat;90,5;61,1;252,6;9,4;24,5;50;3,1;0;70,32
4;3;jun;thu;93;103,8;316,7;10,8;26,4;35;2,7;0;10,08
2;5;jun;thu;93,7;121,7;350,2;18;22,7;40;9,4;0;3,19
5;4;mar;mon;90,1;39,7;86,6;6,2;13,2;40;5,4;0;0,95
7;4;mar;mon;90,1;39,7;86,6;6,2;16,1;29;3,1;0;1,75
6;3;mar;sat;90,6;50,1;100,4;7,8;15,2;31;8,5;0;1,94
6;5;mar;thu;84,9;18,2;55;3;5,3;70;4,5;0;2,14
6;5;mar;fri;91,2;48,3;97,8;12,5;14,6;26;9,4;0;2,53
8;6;mar;sun;89,3;51,3;102,2;9,6;11,5;39;5,8;0;7,19
6;4;mar;sat;90,8;41,9;89,4;7,9;13,3;42;0,9;0;7,4
7;4;mar;sun;90,7;44;92,4;5,5;11,5;60;4;0;8,24
6;5;mar;fri;91,2;48,3;97,8;12,5;11,7;33;4;0;8,31
6;5;mar;sun;90,1;37,6;83,7;7,2;12,4;54;3,6;0;12,1
5;6;mar;sat;90,6;50,1;100,4;7,8;15,1;64;4;0;13,99
7;3;mar;mon;87,6;52,2;103,8;5;11;46;5,8;0;27,35
4;4;mar;sat;91,7;35,8;80,8;7,8;17;27;4,9;0;28,66
4;4;mar;sat;91,7;35,8;80,8;7,8;17;27;4,9;0;28,66
6;5;mar;mon;90,1;39,7;86,6;6,2;15,2;27;3,1;0;31,86
4;3;mar;mon;87,6;52,2;103,8;5;11;46;5,8;0;36,85
6;5;mar;thu;90,9;18,9;30,6;8;8,7;51;5,8;0;0
5;5;mar;thu;90,9;18,9;30,6;8;11,6;48;5,4;0;0
2;4;mar;tue;93,4;15;25,6;11,4;15,2;19;7,6;0;0
6;5;mar;wed;93,4;17,3;28,3;9,9;13,8;24;5,8;0;0
3;4;mar;wed;93,4;17,3;28,3;9,9;8,9;35;8;0;0
6;5;mar;mon;87,2;15,1;36,9;7,1;10,2;45;5,8;0;3,18
3;4;mar;wed;90,2;18,5;41,1;7,3;11,2;41;5,4;0;5,55
6;5;mar;thu;91,3;20,6;43,5;8,5;13,3;27;3,6;0;6,61
4;3;may;fri;89,6;25,4;73,7;5,7;18;40;4;0;38,48
3;5;oct;wed;91,4;37,9;673,8;5,2;15,9;46;3,6;0;0
2;5;oct;sun;92,6;46,5;691,8;8,8;15,4;35;0,9;0;0
8;6;oct;mon;84,9;32,8;664,2;3;19,1;32;4;0;5,44
7;4;oct;mon;91,7;48,5;696,1;11,1;16,8;45;4,5;0;6,83
8;6;oct;wed;91,4;37,9;673,8;5,2;20,2;37;2,7;0;13,7
4;4;oct;sat;90,6;43,7;686,9;6,7;18,4;25;3,1;0;24,23
7;5;oct;mon;91,7;48,5;696,1;11,1;16,1;44;4;0;49,37
4;5;sep;sat;92,5;121,1;674,4;8,6;17,7;25;3,1;0;154,88
2;2;sep;sat;92,5;121,1;674,4;8,6;18,2;46;1,8;0;200,94
1;2;sep;tue;91;129,5;692,6;7;18,8;40;2,2;0;212,88
6;5;sep;sat;92,5;121,1;674,4;8,6;25,1;27;4;0;1090,84
1;4;sep;sun;89,6;84,1;714,3;5,7;19;52;2,2;0;0
7;4;sep;sun;89,6;84,1;714,3;5,7;17,1;53;5,4;0;0,41
3;4;sep;sun;89,6;84,1;714,3;5,7;23,8;35;3,6;0;5,18
2;4;sep;sun;92,4;105,8;758,1;9,9;16;45;1,8;0;0
2;4;sep;sun;92,4;105,8;758,1;9,9;24,9;27;2,2;0;0
7;4;sep;sun;92,4;105,8;758,1;9,9;25,3;27;2,7;0;0
6;3;sep;sun;92,4;105,8;758,1;9,9;24,8;28;1,8;0;14,29
2;4;sep;sun;50,4;46,2;706,6;0,4;12,2;78;6,3;0;0
6;5;sep;wed;92,6;115,4;777,1;8,8;24,3;27;4,9;0;0
4;4;sep;wed;92,6;115,4;777,1;8,8;19,7;41;1,8;0;1,58
3;4;sep;wed;91,2;134,7;817,5;7,2;18,5;30;2,7;0;0
4;5;sep;thu;92,4;96,2;739,4;8,6;18,6;24;5,8;0;0
4;4;sep;thu;92,4;96,2;739,4;8,6;19,2;24;4,9;0;3,78
6;5;sep;thu;92,8;119;783,5;7,5;21,6;27;2,2;0;0
5;4;sep;thu;92,8;119;783,5;7,5;21,6;28;6,3;0;4,41
6;3;sep;thu;92,8;119;783,5;7,5;18,9;34;7,2;0;34,36
1;4;sep;thu;92,8;119;783,5;7,5;16,8;28;4;0;7,21
6;5;sep;thu;92,8;119;783,5;7,5;16,8;28;4;0;1,01
3;5;sep;thu;90,7;136,9;822,8;6,8;12,9;39;2,7;0;2,18
6;5;sep;thu;88,1;53,3;726,9;5,4;13,7;56;1,8;0;4,42
1;4;sep;sat;92,2;102,3;751,5;8,4;24,2;27;3,1;0;0
5;4;sep;sat;92,2;102,3;751,5;8,4;24,1;27;3,1;0;0
6;5;sep;sat;92,2;102,3;751,5;8,4;21,2;32;2,2;0;0
6;5;sep;sat;92,2;102,3;751,5;8,4;19,7;35;1,8;0;0
4;3;sep;sat;92,2;102,3;751,5;8,4;23,5;27;4;0;3,33
3;3;sep;sat;92,2;102,3;751,5;8,4;24,2;27;3,1;0;6,58
7;4;sep;sat;91,2;124,4;795,3;8,5;21,5;28;4,5;0;15,64
4;4;sep;sat;91,2;124,4;795,3;8,5;17,1;41;2,2;0;11,22
1;4;sep;mon;92,1;87,7;721,1;9,5;18,1;54;3,1;0;2,13
2;3;sep;mon;91,6;108,4;764;6,2;18;51;5,4;0;0
4;3;sep;mon;91,6;108,4;764;6,2;9,8;86;1,8;0;0
7;4;sep;mon;91,6;108,4;764;6,2;19,3;44;2,2;0;0
6;3;sep;mon;91,6;108,4;764;6,2;23;34;2,2;0;56,04
8;6;sep;mon;91,6;108,4;764;6,2;22,7;35;2,2;0;7,48
2;4;sep;mon;91,6;108,4;764;6,2;20,4;41;1,8;0;1,47
2;5;sep;mon;91,6;108,4;764;6,2;19,3;44;2,2;0;3,93
8;6;sep;mon;91,9;111,7;770,3;6,5;15,7;51;2,2;0;0
6;3;sep;mon;91,5;130,1;807,1;7,5;20,6;37;1,8;0;0
8;6;sep;mon;91,5;130,1;807,1;7,5;15,9;51;4,5;0;2,18
6;3;sep;mon;91,5;130,1;807,1;7,5;12,2;66;4,9;0;6,1
2;2;sep;mon;91,5;130,1;807,1;7,5;16,8;43;3,1;0;5,83
1;4;sep;mon;91,5;130,1;807,1;7,5;21,3;35;2,2;0;28,19
5;4;sep;fri;92,1;99;745,3;9,6;10,1;75;3,6;0;0
3;4;sep;fri;92,1;99;745,3;9,6;17,4;57;4,5;0;0
5;4;sep;fri;92,1;99;745,3;9,6;12,8;64;3,6;0;1,64
5;4;sep;fri;92,1;99;745,3;9,6;10,1;75;3,6;0;3,71
4;4;sep;fri;92,1;99;745,3;9,6;15,4;53;6,3;0;7,31
7;4;sep;fri;92,1;99;745,3;9,6;20,6;43;3,6;0;2,03
7;4;sep;fri;92,1;99;745,3;9,6;19,8;47;2,7;0;1,72
7;4;sep;fri;92,1;99;745,3;9,6;18,7;50;2,2;0;5,97
4;4;sep;fri;92,1;99;745,3;9,6;20,8;35;4,9;0;13,06
4;4;sep;fri;92,1;99;745,3;9,6;20,8;35;4,9;0;1,26
6;3;sep;fri;92,5;122;789,7;10,2;15,9;55;3,6;0;0
6;3;sep;fri;92,5;122;789,7;10,2;19,7;39;2,7;0;0
1;4;sep;fri;92,5;122;789,7;10,2;21,1;39;2,2;0;8,12
6;5;sep;fri;92,5;122;789,7;10,2;18,4;42;2,2;0;1,09
4;3;sep;fri;92,5;122;789,7;10,2;17,3;45;4;0;3,94
7;4;sep;fri;88,2;55,2;732,3;11,6;15,2;64;3,1;0;0,52
4;3;sep;tue;91,9;111,7;770,3;6,5;15,9;53;2,2;0;2,93
6;5;sep;tue;91,9;111,7;770,3;6,5;21,1;35;2,7;0;5,65
6;5;sep;tue;91,9;111,7;770,3;6,5;19,6;45;3,1;0;20,03
4;5;sep;tue;91,1;132,3;812,1;12,5;15,9;38;5,4;0;1,75
4;5;sep;tue;91,1;132,3;812,1;12,5;16,4;27;3,6;0;0
6;5;sep;sat;91,2;94,3;744,4;8,4;16,8;47;4,9;0;12,64
4;5;sep;sun;91;276,3;825,1;7,1;13,8;77;7,6;0;0
7;4;sep;sun;91;276,3;825,1;7,1;13,8;77;7,6;0;11,06
6;5;sep;fri;90,3;290;855,3;7,4;10,3;78;4;0;18,3
6;5;sep;sat;91,2;94,3;744,4;8,4;15,4;57;4,9;0;39,35
3;4;sep;sun;90,5;96,7;750,5;11,4;20,6;55;5,4;0;24,59
8;6;sep;fri;91,1;91,3;738,1;7,2;20,7;46;2,7;0;30,18
1;3;sep;sun;91;276,3;825,1;7,1;21,9;43;4;0;70,76
4;3;sep;sun;90,5;96,7;750,5;11,4;20,4;55;4,9;0;3,64
3;4;sep;thu;91,1;88,2;731,7;8,3;22,8;46;4;0;4,95
2;4;sep;wed;87,9;84,8;725,1;3,7;21,8;34;2,2;0;6,04
6;5;sep;sat;87,1;291,3;860,6;4;17;67;4,9;0;3,95
4;3;sep;fri;90,3;290;855,3;7,4;19,9;44;3,1;0;7,8
1;3;sep;sat;91,2;94,3;744,4;8,4;22,3;48;4;0;0,72
7;4;sep;thu;89,7;287,2;849,3;6,8;19,4;45;3,6;0;0
1;3;sep;fri;91,1;91,3;738,1;7,2;19,1;46;2,2;0;0,33
5;4;sep;fri;90,3;290;855,3;7,4;16,2;58;3,6;0;0
2;5;sep;fri;90,3;290;855,3;7,4;16,2;58;3,6;0;9,96
7;4;sep;wed;89,7;284,9;844;10,1;10,5;77;4;0;0
1;4;sep;sun;91;276,3;825,1;7,1;14,5;76;7,6;0;3,71
